Group,Bin_group,product,pre_reading,post_reading,worker_id,age,gender,education,income
LC,C,camera,42,40,A24CFAL3M6GIJ2,36-45,Female,Bachelors,"0 - $100,000"
LC,C,headphone,44,42,A24CFAL3M6GIJ2,36-45,Female,Bachelors,"0 - $100,000"
LC,C,laptop,41,36,A24CFAL3M6GIJ2,36-45,Female,Bachelors,"0 - $100,000"
LC,C,camera,24,24,A24EBVP2KXRQOW,26-35,Prefer not to say,Masters,"$200,001 - $300,000"
LC,C,headphone,20,20,A24EBVP2KXRQOW,26-35,Prefer not to say,Masters,"$200,001 - $300,000"
LC,C,laptop,20,22,A24EBVP2KXRQOW,26-35,Prefer not to say,Masters,"$200,001 - $300,000"
HC,C,camera,40,40,A24F5TBMR4DPFM,26-35,Female,Bachelors,"0 - $100,000"
HC,C,headphone,31,29,A24F5TBMR4DPFM,26-35,Female,Bachelors,"0 - $100,000"
HC,C,laptop,35,35,A24F5TBMR4DPFM,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,48,48,A24FN5BK5L9I2S,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,47,47,A24FN5BK5L9I2S,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,48,48,A24FN5BK5L9I2S,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,43,43,A24HJXAE17A1BX,18-25,Female,Bachelors,"0 - $100,000"
T,T,headphone,32,36,A24HJXAE17A1BX,18-25,Female,Bachelors,"0 - $100,000"
T,T,laptop,43,43,A24HJXAE17A1BX,18-25,Female,Bachelors,"0 - $100,000"
LC,C,camera,48,47,A24L97TE1OKBP,36-45,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,headphone,46,47,A24L97TE1OKBP,36-45,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,laptop,46,45,A24L97TE1OKBP,36-45,Male,Bachelors,"$500,001 - $1,000,000"
HC,C,camera,43,31,A24QQHLBMOTOZS,36-45,Male,High school/GED,"$100,001 - $200,000"
HC,C,headphone,29,34,A24QQHLBMOTOZS,36-45,Male,High school/GED,"$100,001 - $200,000"
HC,C,laptop,22,23,A24QQHLBMOTOZS,36-45,Male,High school/GED,"$100,001 - $200,000"
T,T,camera,40,28,A251QF4QK6FY1E,18-25,Male,Bachelors,"0 - $100,000"
T,T,headphone,16,31,A251QF4QK6FY1E,18-25,Male,Bachelors,"0 - $100,000"
T,T,laptop,46,42,A251QF4QK6FY1E,18-25,Male,Bachelors,"0 - $100,000"
T,T,camera,33,36,A25IZ8EP34J539,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,46,49,A25IZ8EP34J539,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,41,47,A25IZ8EP34J539,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,43,48,A25MQIY0GHWU6C,46-55,Female,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,44,43,A25MQIY0GHWU6C,46-55,Female,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,45,46,A25MQIY0GHWU6C,46-55,Female,Bachelors,"$500,001 - $1,000,000"
T,T,camera,48,50,A25W2ZE5KKPKL8,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,50,50,A25W2ZE5KKPKL8,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,36,50,A25W2ZE5KKPKL8,26-35,Female,Bachelors,"0 - $100,000"
LC,C,camera,37,38,A25WY3CGGJECDX,46-55,Male,Masters,"$1,000,000+"
LC,C,headphone,25,26,A25WY3CGGJECDX,46-55,Male,Masters,"$1,000,000+"
LC,C,laptop,34,33,A25WY3CGGJECDX,46-55,Male,Masters,"$1,000,000+"
LC,C,camera,43,42,A260VB9PNDXONM,36-45,Male,Masters,"$500,001 - $1,000,000"
LC,C,headphone,42,43,A260VB9PNDXONM,36-45,Male,Masters,"$500,001 - $1,000,000"
LC,C,laptop,41,42,A260VB9PNDXONM,36-45,Male,Masters,"$500,001 - $1,000,000"
LC,C,camera,35,39,A26376A6PIQ58H,36-45,Male,Bachelors,"0 - $100,000"
LC,C,headphone,40,42,A26376A6PIQ58H,36-45,Male,Bachelors,"0 - $100,000"
LC,C,laptop,39,39,A26376A6PIQ58H,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,45,40,A264IIPEPPV2BS,26-35,Male,Masters,"0 - $100,000"
T,T,headphone,42,42,A264IIPEPPV2BS,26-35,Male,Masters,"0 - $100,000"
T,T,laptop,44,41,A264IIPEPPV2BS,26-35,Male,Masters,"0 - $100,000"
HC,C,camera,45,47,A26A77APE2SUR5,36-45,Female,Doctorate,"0 - $100,000"
HC,C,headphone,43,45,A26A77APE2SUR5,36-45,Female,Doctorate,"0 - $100,000"
HC,C,laptop,46,47,A26A77APE2SUR5,36-45,Female,Doctorate,"0 - $100,000"
T,T,camera,32,31,A26FC0H9JNICC7,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,31,34,A26FC0H9JNICC7,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,30,34,A26FC0H9JNICC7,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,45,46,A26GZ8V6XK6AZJ,36-45,Female,Masters,"0 - $100,000"
T,T,headphone,38,38,A26GZ8V6XK6AZJ,36-45,Female,Masters,"0 - $100,000"
T,T,laptop,32,5,A26GZ8V6XK6AZJ,36-45,Female,Masters,"0 - $100,000"
T,T,camera,30,37,A26OKNTA53AYFT,36-45,Female,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,34,35,A26OKNTA53AYFT,36-45,Female,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,25,39,A26OKNTA53AYFT,36-45,Female,Bachelors,"$500,001 - $1,000,000"
T,T,camera,34,36,A26UXYJXVKI7OY,46-55,Female,Prefer not to say,"0 - $100,000"
T,T,headphone,31,27,A26UXYJXVKI7OY,46-55,Female,Prefer not to say,"0 - $100,000"
T,T,laptop,40,45,A26UXYJXVKI7OY,46-55,Female,Prefer not to say,"0 - $100,000"
T,T,camera,37,38,A2717S28QHY09K,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,36,33,A2717S28QHY09K,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,37,38,A2717S28QHY09K,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,43,43,A27B0BV6MNTEPZ,36-45,Male,Masters,"$100,001 - $200,000"
T,T,headphone,38,38,A27B0BV6MNTEPZ,36-45,Male,Masters,"$100,001 - $200,000"
T,T,laptop,38,36,A27B0BV6MNTEPZ,36-45,Male,Masters,"$100,001 - $200,000"
T,T,camera,47,47,A27NM2WZXST2HD,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,headphone,45,44,A27NM2WZXST2HD,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,laptop,47,40,A27NM2WZXST2HD,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,camera,46,46,A289E7Z30M40X2,46-55,Male,Masters,"0 - $100,000"
T,T,headphone,47,48,A289E7Z30M40X2,46-55,Male,Masters,"0 - $100,000"
T,T,laptop,47,49,A289E7Z30M40X2,46-55,Male,Masters,"0 - $100,000"
T,T,camera,42,44,A28CTAQZT20JTM,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,43,40,A28CTAQZT20JTM,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,44,42,A28CTAQZT20JTM,26-35,Male,Bachelors,"$200,001 - $300,000"
HC,C,camera,33,34,A28GJX1F9U3W8M,26-35,Male,Masters,"$100,001 - $200,000"
HC,C,headphone,31,37,A28GJX1F9U3W8M,26-35,Male,Masters,"$100,001 - $200,000"
HC,C,laptop,35,27,A28GJX1F9U3W8M,26-35,Male,Masters,"$100,001 - $200,000"
T,T,camera,41,40,A28WSBB0DSV47X,26-35,Male,Masters,"$500,001 - $1,000,000"
T,T,headphone,41,41,A28WSBB0DSV47X,26-35,Male,Masters,"$500,001 - $1,000,000"
T,T,laptop,45,45,A28WSBB0DSV47X,26-35,Male,Masters,"$500,001 - $1,000,000"
T,T,camera,45,47,A296CJ21P3GMDB,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,41,41,A296CJ21P3GMDB,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,35,40,A296CJ21P3GMDB,26-35,Female,Bachelors,"0 - $100,000"
LC,C,camera,39,43,A298PEM7089FGU,26-35,Female,Bachelors,"0 - $100,000"
LC,C,headphone,46,45,A298PEM7089FGU,26-35,Female,Bachelors,"0 - $100,000"
LC,C,laptop,48,49,A298PEM7089FGU,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,41,40,A29IDEDH3Y7GQ5,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,42,43,A29IDEDH3Y7GQ5,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,37,42,A29IDEDH3Y7GQ5,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,33,36,A29KJK7GPUF3OT,26-35,Female,Prefer not to say,"0 - $100,000"
T,T,headphone,38,41,A29KJK7GPUF3OT,26-35,Female,Prefer not to say,"0 - $100,000"
T,T,laptop,44,44,A29KJK7GPUF3OT,26-35,Female,Prefer not to say,"0 - $100,000"
T,T,camera,36,36,A29X8O4NTCE4EP,56+,Male,Masters,"0 - $100,000"
T,T,headphone,38,38,A29X8O4NTCE4EP,56+,Male,Masters,"0 - $100,000"
T,T,laptop,38,35,A29X8O4NTCE4EP,56+,Male,Masters,"0 - $100,000"
T,T,camera,36,38,A2A3HUY3YYKG2C,36-45,Male,Masters,"0 - $100,000"
T,T,headphone,37,37,A2A3HUY3YYKG2C,36-45,Male,Masters,"0 - $100,000"
T,T,laptop,35,34,A2A3HUY3YYKG2C,36-45,Male,Masters,"0 - $100,000"
T,T,camera,39,37,A2AB220IINMEG6,18-25,Female,Bachelors,"0 - $100,000"
T,T,headphone,40,38,A2AB220IINMEG6,18-25,Female,Bachelors,"0 - $100,000"
T,T,laptop,37,38,A2AB220IINMEG6,18-25,Female,Bachelors,"0 - $100,000"
T,T,camera,47,49,A2AFAWJX5LTUVN,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,48,48,A2AFAWJX5LTUVN,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,47,49,A2AFAWJX5LTUVN,26-35,Female,Bachelors,"$100,001 - $200,000"
LC,C,camera,33,35,A2AG6NTINS8SYU,18-25,Female,High school/GED,"0 - $100,000"
LC,C,headphone,42,45,A2AG6NTINS8SYU,18-25,Female,High school/GED,"0 - $100,000"
LC,C,laptop,40,44,A2AG6NTINS8SYU,18-25,Female,High school/GED,"0 - $100,000"
LC,C,camera,42,44,A2AOE6EF29U36Y,36-45,Male,High school/GED,"0 - $100,000"
LC,C,headphone,36,43,A2AOE6EF29U36Y,36-45,Male,High school/GED,"0 - $100,000"
LC,C,laptop,45,47,A2AOE6EF29U36Y,36-45,Male,High school/GED,"0 - $100,000"
HC,C,camera,33,24,A2ASBOP6RG352M,18-25,Male,Bachelors,"0 - $100,000"
HC,C,headphone,12,13,A2ASBOP6RG352M,18-25,Male,Bachelors,"0 - $100,000"
HC,C,laptop,40,31,A2ASBOP6RG352M,18-25,Male,Bachelors,"0 - $100,000"
LC,C,camera,36,36,A2AWFOKTLG3N2D,36-45,Female,Masters,"$100,001 - $200,000"
LC,C,headphone,34,34,A2AWFOKTLG3N2D,36-45,Female,Masters,"$100,001 - $200,000"
LC,C,laptop,32,29,A2AWFOKTLG3N2D,36-45,Female,Masters,"$100,001 - $200,000"
LC,C,camera,50,50,A2BICWCPAW5N7O,56+,Female,Bachelors,"0 - $100,000"
LC,C,headphone,47,48,A2BICWCPAW5N7O,56+,Female,Bachelors,"0 - $100,000"
LC,C,laptop,50,50,A2BICWCPAW5N7O,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,37,42,A2BKRXTTEE6F1K,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,40,45,A2BKRXTTEE6F1K,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,31,38,A2BKRXTTEE6F1K,46-55,Female,High school/GED,"0 - $100,000"
T,T,camera,32,25,A2BNQ8VAMP3ZYO,26-35,Female,Masters,"$100,001 - $200,000"
T,T,headphone,26,28,A2BNQ8VAMP3ZYO,26-35,Female,Masters,"$100,001 - $200,000"
T,T,laptop,26,31,A2BNQ8VAMP3ZYO,26-35,Female,Masters,"$100,001 - $200,000"
T,T,camera,28,30,A2BVS5FSVXG48A,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,24,25,A2BVS5FSVXG48A,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,31,35,A2BVS5FSVXG48A,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,camera,34,34,A2C5RW5Q3CNGIS,26-35,Female,Bachelors,Prefer not to say
T,T,headphone,31,35,A2C5RW5Q3CNGIS,26-35,Female,Bachelors,Prefer not to say
T,T,laptop,38,38,A2C5RW5Q3CNGIS,26-35,Female,Bachelors,Prefer not to say
T,T,camera,36,32,A2CSV75E3JT58Y,46-55,Male,Bachelors,"0 - $100,000"
T,T,headphone,36,40,A2CSV75E3JT58Y,46-55,Male,Bachelors,"0 - $100,000"
T,T,laptop,42,40,A2CSV75E3JT58Y,46-55,Male,Bachelors,"0 - $100,000"
HC,C,camera,47,43,A2CUBS3N991KOJ,36-45,Male,Bachelors,"$100,001 - $200,000"
HC,C,headphone,45,42,A2CUBS3N991KOJ,36-45,Male,Bachelors,"$100,001 - $200,000"
HC,C,laptop,46,41,A2CUBS3N991KOJ,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,50,35,A2DDXYTEVDV5F5,36-45,Female,Masters,"0 - $100,000"
T,T,headphone,50,50,A2DDXYTEVDV5F5,36-45,Female,Masters,"0 - $100,000"
T,T,laptop,39,38,A2DDXYTEVDV5F5,36-45,Female,Masters,"0 - $100,000"
T,T,camera,29,36,A2DFW32JJNXLM6,26-35,Female,High school/GED,"$100,001 - $200,000"
T,T,headphone,43,40,A2DFW32JJNXLM6,26-35,Female,High school/GED,"$100,001 - $200,000"
T,T,laptop,43,43,A2DFW32JJNXLM6,26-35,Female,High school/GED,"$100,001 - $200,000"
T,T,camera,40,37,A2DJ95HY0IJ82H,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,35,34,A2DJ95HY0IJ82H,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,34,34,A2DJ95HY0IJ82H,56+,Female,Bachelors,"0 - $100,000"
HC,C,camera,28,29,A2DK5M7S4A8G40,18-25,Male,Bachelors,"$100,001 - $200,000"
HC,C,headphone,30,37,A2DK5M7S4A8G40,18-25,Male,Bachelors,"$100,001 - $200,000"
HC,C,laptop,43,33,A2DK5M7S4A8G40,18-25,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,49,49,A2EBMQO1XLEPIL,46-55,Female,Masters,"0 - $100,000"
T,T,headphone,45,44,A2EBMQO1XLEPIL,46-55,Female,Masters,"0 - $100,000"
T,T,laptop,33,32,A2EBMQO1XLEPIL,46-55,Female,Masters,"0 - $100,000"
HC,C,camera,29,26,A2ECFYLKFT7ABJ,26-35,Female,Bachelors,"0 - $100,000"
HC,C,headphone,35,34,A2ECFYLKFT7ABJ,26-35,Female,Bachelors,"0 - $100,000"
HC,C,laptop,25,25,A2ECFYLKFT7ABJ,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,35,40,A2ESSJB7UXW4C2,18-25,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,44,43,A2ESSJB7UXW4C2,18-25,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,41,46,A2ESSJB7UXW4C2,18-25,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,40,43,A2EVT6IJI7QNM8,26-35,Male,High school/GED,"0 - $100,000"
T,T,headphone,42,44,A2EVT6IJI7QNM8,26-35,Male,High school/GED,"0 - $100,000"
T,T,laptop,39,37,A2EVT6IJI7QNM8,26-35,Male,High school/GED,"0 - $100,000"
T,T,camera,22,50,A2EXB4SG9KGBCY,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,39,15,A2EXB4SG9KGBCY,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,25,50,A2EXB4SG9KGBCY,36-45,Male,High school/GED,"0 - $100,000"
LC,C,camera,40,46,A2FL1DOTU6ZAQV,36-45,Male,Bachelors,"0 - $100,000"
LC,C,headphone,46,46,A2FL1DOTU6ZAQV,36-45,Male,Bachelors,"0 - $100,000"
LC,C,laptop,50,50,A2FL1DOTU6ZAQV,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,30,30,A2FMSGRVFC2OL7,26-35,Male,High school/GED,"0 - $100,000"
T,T,headphone,30,28,A2FMSGRVFC2OL7,26-35,Male,High school/GED,"0 - $100,000"
T,T,laptop,30,29,A2FMSGRVFC2OL7,26-35,Male,High school/GED,"0 - $100,000"
LC,C,camera,42,47,A2FWRZLlE1l60V,46-55,Female,High school/GED,"0 - $100,000"
LC,C,headphone,45,42,A2FWRZLlE1l60V,46-55,Female,High school/GED,"0 - $100,000"
LC,C,laptop,37,42,A2FWRZLlE1l60V,46-55,Female,High school/GED,"0 - $100,000"
LC,C,camera,36,38,A2FWZ1B6Y2YAX7,18-25,Male,,"0 - $100,000"
LC,C,headphone,39,36,A2FWZ1B6Y2YAX7,18-25,Male,,"0 - $100,000"
LC,C,laptop,35,39,A2FWZ1B6Y2YAX7,18-25,Male,,"0 - $100,000"
HC,C,camera,42,42,A2FX22Y3PRD2TM,26-35,Non-binary,Bachelors,"0 - $100,000"
HC,C,headphone,38,35,A2FX22Y3PRD2TM,26-35,Non-binary,Bachelors,"0 - $100,000"
HC,C,laptop,39,37,A2FX22Y3PRD2TM,26-35,Non-binary,Bachelors,"0 - $100,000"
T,T,camera,48,46,A2FZ3ALZ2LNQK6,36-45,Female,Bachelors,"0 - $100,000"
T,T,headphone,47,47,A2FZ3ALZ2LNQK6,36-45,Female,Bachelors,"0 - $100,000"
T,T,laptop,49,48,A2FZ3ALZ2LNQK6,36-45,Female,Bachelors,"0 - $100,000"
HC,C,camera,46,46,A2G3F1WD38MLDP,36-45,Female,High school/GED,"0 - $100,000"
HC,C,headphone,44,46,A2G3F1WD38MLDP,36-45,Female,High school/GED,"0 - $100,000"
HC,C,laptop,49,50,A2G3F1WD38MLDP,36-45,Female,High school/GED,"0 - $100,000"
LC,C,camera,47,32,A2G6ROPS349AQT,46-55,Female,Bachelors,"0 - $100,000"
LC,C,headphone,41,39,A2G6ROPS349AQT,46-55,Female,Bachelors,"0 - $100,000"
LC,C,laptop,42,44,A2G6ROPS349AQT,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,31,34,A2G94HZV0UJEKU,36-45,Male,Bachelors,"$1,000,000+"
T,T,headphone,33,35,A2G94HZV0UJEKU,36-45,Male,Bachelors,"$1,000,000+"
T,T,laptop,33,33,A2G94HZV0UJEKU,36-45,Male,Bachelors,"$1,000,000+"
T,T,camera,40,45,A2GIT09BQEUM9M,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,50,50,A2GIT09BQEUM9M,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,47,A2GIT09BQEUM9M,36-45,Female,High school/GED,"0 - $100,000"
T,T,camera,47,50,A2GMG1DL4TSUSG,26-35,Male,Doctorate,"$100,001 - $200,000"
T,T,headphone,50,50,A2GMG1DL4TSUSG,26-35,Male,Doctorate,"$100,001 - $200,000"
T,T,laptop,48,46,A2GMG1DL4TSUSG,26-35,Male,Doctorate,"$100,001 - $200,000"
T,T,camera,26,26,A2GSIQYXC3SFMI,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,29,30,A2GSIQYXC3SFMI,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,29,30,A2GSIQYXC3SFMI,36-45,Female,High school/GED,"0 - $100,000"
T,T,camera,35,36,A2H3BCAABN7SCV,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,40,40,A2H3BCAABN7SCV,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,40,35,A2H3BCAABN7SCV,26-35,Male,Bachelors,"0 - $100,000"
LC,C,camera,42,42,A2HJXUB2W4YYO2,46-55,Male,Doctorate,"0 - $100,000"
LC,C,headphone,44,41,A2HJXUB2W4YYO2,46-55,Male,Doctorate,"0 - $100,000"
LC,C,laptop,40,41,A2HJXUB2W4YYO2,46-55,Male,Doctorate,"0 - $100,000"
LC,C,camera,31,42,A2HQOSNTDE5UKV,26-35,Male,Masters,"0 - $100,000"
LC,C,headphone,36,31,A2HQOSNTDE5UKV,26-35,Male,Masters,"0 - $100,000"
LC,C,laptop,39,34,A2HQOSNTDE5UKV,26-35,Male,Masters,"0 - $100,000"
LC,C,camera,46,47,A2HSB4CIK34I7Q,26-35,Male,Masters,"0 - $100,000"
LC,C,headphone,43,43,A2HSB4CIK34I7Q,26-35,Male,Masters,"0 - $100,000"
LC,C,laptop,46,45,A2HSB4CIK34I7Q,26-35,Male,Masters,"0 - $100,000"
HC,C,camera,26,23,A2HW64P1UA7SDC,46-55,Female,Masters,"$300,001 - $500,000"
HC,C,headphone,26,24,A2HW64P1UA7SDC,46-55,Female,Masters,"$300,001 - $500,000"
HC,C,laptop,32,29,A2HW64P1UA7SDC,46-55,Female,Masters,"$300,001 - $500,000"
HC,C,camera,43,39,A2HY2MTRQ3CYLD,56+,Female,Bachelors,"$100,001 - $200,000"
HC,C,headphone,39,38,A2HY2MTRQ3CYLD,56+,Female,Bachelors,"$100,001 - $200,000"
HC,C,laptop,42,39,A2HY2MTRQ3CYLD,56+,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,42,40,A2HYYV0L5HT1IF,46-55,Male,Masters,"$200,001 - $300,000"
T,T,headphone,37,38,A2HYYV0L5HT1IF,46-55,Male,Masters,"$200,001 - $300,000"
T,T,laptop,39,39,A2HYYV0L5HT1IF,46-55,Male,Masters,"$200,001 - $300,000"
HC,C,camera,43,44,A2HZEWA604RA19,56+,Male,Masters,"0 - $100,000"
HC,C,headphone,38,42,A2HZEWA604RA19,56+,Male,Masters,"0 - $100,000"
HC,C,laptop,43,45,A2HZEWA604RA19,56+,Male,Masters,"0 - $100,000"
T,T,camera,36,39,A2IL4EMJYW4EPW,36-45,Female,High school/GED,Prefer not to say
T,T,headphone,42,44,A2IL4EMJYW4EPW,36-45,Female,High school/GED,Prefer not to say
T,T,laptop,46,49,A2IL4EMJYW4EPW,36-45,Female,High school/GED,Prefer not to say
T,T,camera,38,41,A2IQFNKKQ4VU1U,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,45,47,A2IQFNKKQ4VU1U,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,44,45,A2IQFNKKQ4VU1U,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,47,48,A2J572LV8P3S3,56+,Female,Masters,"0 - $100,000"
T,T,headphone,43,46,A2J572LV8P3S3,56+,Female,Masters,"0 - $100,000"
T,T,laptop,46,50,A2J572LV8P3S3,56+,Female,Masters,"0 - $100,000"
LC,C,camera,41,38,A2JJF5OFND2KL5,26-35,Female,High school/GED,"0 - $100,000"
LC,C,headphone,41,45,A2JJF5OFND2KL5,26-35,Female,High school/GED,"0 - $100,000"
LC,C,laptop,40,41,A2JJF5OFND2KL5,26-35,Female,High school/GED,"0 - $100,000"
T,T,camera,45,42,A2JJRZD9KXRB60,18-25,Female,High school/GED,Prefer not to say
T,T,headphone,48,47,A2JJRZD9KXRB60,18-25,Female,High school/GED,Prefer not to say
T,T,laptop,46,41,A2JJRZD9KXRB60,18-25,Female,High school/GED,Prefer not to say
LC,C,camera,37,36,A2JM1IVEZCXX3U,26-35,Male,High school/GED,"0 - $100,000"
LC,C,headphone,38,37,A2JM1IVEZCXX3U,26-35,Male,High school/GED,"0 - $100,000"
LC,C,laptop,35,35,A2JM1IVEZCXX3U,26-35,Male,High school/GED,"0 - $100,000"
T,T,camera,37,45,A2JORQ9GMDUHQH,36-45,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,41,42,A2JORQ9GMDUHQH,36-45,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,40,46,A2JORQ9GMDUHQH,36-45,Female,Bachelors,"$100,001 - $200,000"
HC,C,camera,44,44,A2JSEE7VUR4Z04,46-55,Male,Bachelors,"$200,001 - $300,000"
HC,C,headphone,45,44,A2JSEE7VUR4Z04,46-55,Male,Bachelors,"$200,001 - $300,000"
HC,C,laptop,49,50,A2JSEE7VUR4Z04,46-55,Male,Bachelors,"$200,001 - $300,000"
T,T,camera,44,50,A2JV58VUY5A2JJ,26-35,Female,High school/GED,"$100,001 - $200,000"
T,T,headphone,43,50,A2JV58VUY5A2JJ,26-35,Female,High school/GED,"$100,001 - $200,000"
T,T,laptop,42,50,A2JV58VUY5A2JJ,26-35,Female,High school/GED,"$100,001 - $200,000"
T,T,camera,48,49,A2K9YVKO302R4O,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,47,47,A2K9YVKO302R4O,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,49,50,A2K9YVKO302R4O,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,21,28,A2KDZ4HNHX85OR,18-25,Male,Masters,"$200,001 - $300,000"
T,T,headphone,25,30,A2KDZ4HNHX85OR,18-25,Male,Masters,"$200,001 - $300,000"
T,T,laptop,21,26,A2KDZ4HNHX85OR,18-25,Male,Masters,"$200,001 - $300,000"
LC,C,camera,39,42,A2KMED79GMTHF9,36-45,Female,Masters,"$500,001 - $1,000,000"
LC,C,headphone,42,40,A2KMED79GMTHF9,36-45,Female,Masters,"$500,001 - $1,000,000"
LC,C,laptop,39,41,A2KMED79GMTHF9,36-45,Female,Masters,"$500,001 - $1,000,000"
T,T,camera,32,36,A2KQLLEA8WMRBL,56+,Male,High school/GED,"0 - $100,000"
T,T,headphone,32,31,A2KQLLEA8WMRBL,56+,Male,High school/GED,"0 - $100,000"
T,T,laptop,33,32,A2KQLLEA8WMRBL,56+,Male,High school/GED,"0 - $100,000"
T,T,camera,35,33,A2KWADVDUGF4JG,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,25,32,A2KWADVDUGF4JG,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,30,26,A2KWADVDUGF4JG,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,38,48,A2KWGCHV2FILJO,46-55,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,39,40,A2KWGCHV2FILJO,46-55,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,39,44,A2KWGCHV2FILJO,46-55,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,26,43,A2L7S6RZOZ6NM9,26-35,Male,Masters,"$200,001 - $300,000"
T,T,headphone,14,29,A2L7S6RZOZ6NM9,26-35,Male,Masters,"$200,001 - $300,000"
T,T,laptop,42,45,A2L7S6RZOZ6NM9,26-35,Male,Masters,"$200,001 - $300,000"
LC,C,camera,45,45,A2LB991VRUQBX,46-55,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,headphone,48,41,A2LB991VRUQBX,46-55,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,laptop,50,50,A2LB991VRUQBX,46-55,Male,Bachelors,"$500,001 - $1,000,000"
HC,C,camera,44,36,A2LEBJWW395FST,36-45,Male,High school/GED,"0 - $100,000"
HC,C,headphone,38,32,A2LEBJWW395FST,36-45,Male,High school/GED,"0 - $100,000"
HC,C,laptop,46,42,A2LEBJWW395FST,36-45,Male,High school/GED,"0 - $100,000"
LC,C,camera,37,35,A2LED6ZGVIMIJT,18-25,Female,Bachelors,"0 - $100,000"
